RESOLUCIÓN Y FECHA,ENTIDAD,INCUMPLIMIENTO,TIPO DE SANCIÓN
"R-SIV-2016-72-AF-R 
19/09/2016","GAM CAPITAL, S.A., 
SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN","▪  Publicación de información inexacta en la página web de la 
Sociedad  Administradora  y  remisión  inexacta  en  las 
plantillas de remisión de información diaria del Fondo de 
Inversión Cerrado de Renta Fija GAM, respectivamente, 
durante el período comprendido del dos (02) al veintisiete 
(27) de julio de dos mil quince (2015), por hacer un cargue 
erróneo correspondiente a la venta del título emitido por el 
Ministerio de Hacienda de la República Dominicana NH1-
2022, el cual generó una diferencia de DOSCIENTOS MIL 
PESOS  (RD$200,000.00)  en  el  valor  nominal  de  venta, 
resultando  en  un  excedente  por  el  mismo  monto  en  el 
portafolio administrado. 
▪  Remisión tardía de la Plantilla de Remisión de Información 
Diaria del Patrimonio Autónomo correspondiente al cierre 
del día veintiocho (28) de julio de dos mil quince (2015) por 
no remitirla en el plazo de un (1) día hábil posterior al cierre 
de  operaciones  de  acuerdo  a  lo  establecido  en  la 
Modificación  a  la  Norma  que  Establece  Disposiciones 
Generales  sobe  la  Información  que  deben  Remitir","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2017-50-AF-R 
3/11/2017","GAM CAPITAL, S.A., 
SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN","▪  No notificar a la Superintendencia de Valores que el Fondo 
de  Inversión  Renta  Fija  GAM,  excedió  los  límites  de 
inversión respecto de los valores vigentes emitidos por una 
misma entidad, grupo financiero o económico, el cual es 
máximo de un veinte (20%) por ciento del portafolio de 
inversión del fondo, siendo el excedente en este caso de un 
setenta y nueve punto ochenta y siente (79.87%) por ciento, 
lo cual fue detectado mediante la Plantilla de Remisión 
Diaria de fecha doce (12) de diciembre de dos mil dieciséis 
(2016).","Sanción Cuantitativa  
RD$50,000.00"
"R-SIV-2018-25-AF-S 
11/07/2018","GAM CAPITAL, S.A., 
SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN","▪  Incumplimiento de las obligaciones a cargo de la sociedad 
administradora respecto de realizar las operaciones por 
cuenta  de  los  fondos  que  administra  a  través  de  los 
mecanismos centralizados de negociación autorizados por la 
Superintendencia  de  Valores,  ya  que  en  el  reporte  de 
transacciones  originado  a  través  del  sistema  de 
CEVALDOM, Depósito Centralizado de Valores, S.A., se 
verifica  que  la  sociedad  administradora  realizó  las 
operaciones Nos. 447992 y  453477, de fecha treinta y uno 
(31) de octubre y catorce (14) de noviembre, todas del año 
dos mil diecisiete (2017), en el mercado extrabursátil, Over 
The Counter (OTC), por cuenta del Fondo de Inversión 
Cerrado Renta Fija GAM (SIVFIC-006) y el Fondo Cerrado 
de Desarrollo de Sociedades GAM Energía (SIVFIC-010). 
 
▪  Incumplimiento de las obligaciones a cargo de la Sociedad 
Administradora  de  Fondos  GAM  Capital,  S.A.,  por 
constatarse que al efectuar la operación  No. 447992 de 
fecha treinta y uno (31) de octubre de dos mil diecisiete 
(2017), consistente en préstamo de títulos valores, se genera 
un “cambio de titularidad” a favor de una persona jurídica","Sanciones Cualitativas 
Amonestaciones Escritas"
"R-SIMV-2018-45-AF-S 
12/11/2018","GAM CAPITAL, S.A., 
SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN","▪  Incumplimiento  del  Capítulo  3,  literal  d),  inciso  V  del 
Reglamento Interno del Fondo Cerrado de Inversión Renta 
Fija GAM (SIVFIC-066), en fecha catorce (14) del mes de 
julio del año dos mil diecisiete (2017), por la adquisición de 
deuda privada con un valor nominal de DOP 84,500,000.00, 
rendimientos devengados por cobrar de DOP 676,000.00 y 
una prima en compra de DOP 3,842,124.65, para un valor 
en libros de DOP 89,018,124.65).","Sanción Cualitativa 
Amonestaciones Escritas"
"R-CNMV-2019-01-AF-RA 
5/2/2019","GAM CAPITAL, S.A., 
SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN","▪  En la revisión de los gastos recurrentes registrados a la 
fecha  de  inspección  en  el  balance  general  del  Fondo 
Cerrado  de  Desarrollo  de  Sociedades  GAM  Energía 
(SIVFIC-010), al treinta y uno (31) de mayo de dos mil 
diecisiete  (2017),  se  constató  que  la  Sociedad 
Administradora:  (i)  No  se  encontraba  devengando 
diariamente los gastos  descritos  en el numeral 3 de  la 
presente resolución; y (ii) No se encontraba devengando 
diariamente  el  gasto  por  concepto  de  honorarios  de 
representante  común  de  aportantes  correspondiente  al 
segundo trimestre del año dos mil diecisiete (2017), por 
aproximadamente MIL QUINIENTOS TREINTA Y OCHO 
DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA 
CON 00/100 (US$1,538.00).  
▪  En la revisión de los gastos recurrentes registrados a la 
fecha de inspección en el balance general del Fondo de 
Inversión  Cerrado  Renta  Fija  GAM  (SIVFIC-006),  se 
constató que el participante no había registrado el gasto por 
concepto  de  honorarios  de  representante  común  de 
aportantes, por aproximadamente SETENTA Y NUEVE MIL","Sanciones cuantitativas  
RD$100,000.00"
"R-SIMV-2019-27-AF-R 
19/8/2019","GAM CAPITAL, S.A., 
SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN","▪  Remisión inexacta de los estados financieros del Fondo de 
Inversión  Cerrado  Renta  Fija  GAM  (SIVFIC-006), 
correspondientes  al  tercer  trimestre  del  año  dos  mil 
dieciocho (2018).","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2016-35-AE-R 
16/05/2016","GARCIA & CAMPOS 
ASOCIADOS, S.R.L.","▪  Emisión  de  dictamen  inexacto  respecto  de  los  estados 
financieros consolidados del emisor Consorcio Remix, S.A. 
por indicar que los mismos se presentan razonablemente de 
conformidad con las Normas Internacionales de Información 
Financiera  (NIF),  pese  a  que  los  estados  financieros 
consolidados no incluyen los Estados de Flujo de Efectivo de 
forma  comparada  incumpliendo  de  esta  forma  con  la 
normativa vigente.","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2013-94-IV-S 
19/09/2013","GERENCIAL DE VALORES, 
PUESTO DE BOLSA, S.A.","▪  Diferencia en el débito y en el crédito del saldo anterior de 
la  cuenta  1.0.0.00.00.00.00.00.0  Activos  del  Balance 
General. 
▪  Diferencia en el Saldo Anterior debido a la sumatoria errada 
de la cuenta 1.9.1.03.00.00.00.00. SOFTWARE del Balance 
General. 
▪  Diferencia en el Saldo Débito debido al error en la sumatoria 
de  las  cuentas  1.1.2.01.02.00.00.00.0  Bancos  del  País-
Moneda  Extranjera  y  1.9.8.00.00.00.00.00.0  Varios  del 
Balance General. 
▪  Diferencia en el Saldo Crédito debido a que en el Balance 
General  no  se  asumió  el  crédito  de  la  cuenta 
1.1.2.01.02.00.00.00.0 Banco del País-Moneda extranjera. 
▪  Diferencia en la cuenta 3.0.0.00.00.00.00.00.0 Patrimonio 
que se verifica en lo presentado en el Balance General y en 
el Balance General Resumido, al no contemplarse un crédito 
en la cuenta 3.3.0.00.00.00.00.00.0 Aportes Patrimoniales 
No Capitalizados.","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$50,000.00"
"R-SIV-2014-37-AE-R 
12/08/2014","GOMERA & ASOCIADOS, 
S.R.L.","▪  No  remisión  de  los  Estados  Financieros  semestrales 
correspondientes al periodo julio-diciembre de dos mil trece 
(2013) comparados con el semestre anterior correspondiente 
al periodo enero-junio de dos mil trece (2013).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2014-30-AE-R 
25/07/2014","GOMERA & ASOCIADOS, 
S.R.L.","▪  No remisión a la Superintendencia de Valores, dentro de los 
noventa (90) días hábiles posteriores a la fecha de cierre del 
ejercicio anual (venciendo el plazo para la remisión catorce 
14 del mes de mayo del año dos mil catorce 2014), de las 
informaciones requeridas por el artículo 38 de la Norma que 
establece Disposiciones Generales sobre la Información que 
deben Remitir Periódicamente los Emisores y Participantes 
del Mercado de Valores”, emitida por el Consejo Nacional 
de Valores mediante la Tercera Resolución (R-CNV-2013-
03-MV), de fecha veinticinco (25) del mes de enero del año 
dos mil trece (2013). Esos documentos son los siguientes: a.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2018-02-AE-S 
12/2/2018","GUZMÁN TAPIA PKF, S.A.","▪  Remisión tardía del informe respecto a las condiciones de la 
emisión y el cumplimiento de las obligaciones de la sociedad 
administradora en relación al Fondo Cerrado de Inversión 
Inmobiliario  Pioneer,  SIVFIC-002,  correspondiente  al 
trimestre enero-marzo de dos mil diecisiete (2017).","Sanción Cuantitativa 
RD$100,000.00"
"R-SIV-2015-21-IV-S 
04/11/2015","IN COMMENDAM, S.A.","▪  Remisión  tardía  de  los  Estados  financieros  auditados 
correspondientes al cierre del ejercicio anual del año dos 
mil catorce (2014) por remitirse en fecha dieciséis (16) de 
julio  de  dos  mil  quince  (2015)  cuando  debieron  ser 
suministrados a la Superintendencia a más tardar el día 
quince (15) de mayo de dos mil quince (2015). 
▪  No remisión de la Carta de Gerencia correspondiente al año 
dos mil catorce (2014) la cual debió ser remitida a la 
Superintendencia a más tardar el día quince (15) de mayo 
de dos mil quince (2015). 
▪  No remisión del Informe anual de  cumplimiento de  los 
principios  de  Gobierno  Corporativo  correspondiente  al 
período dos mil quince (2015) el cual debió ser remitido a 
la Superintendencia a más tardar el día quince (15) de mayo 
de dos mil quince (2015).  
▪  No  remisión  de  la  declaración  jurada  del  presidente  o 
ejecutivo  principal y  del ejecutivo  principal de fianzas,","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-54-IV-S 
10/08/2016","IN COMMENDAM, S.A.","▪  No Remisión de la información periódica solicitada por esta 
Superintendencia de Valores mediante comunicación No. 
34227 de fecha veintidós (22) de enero del año dos mil 
dieciséis (2016), correspondiente a: i) Estados Financieros 
Semestrales correspondientes al período de Enero–Junio 
del año dos mil quince (2015); y (ii) Estados Financieros 
Mensuales correspondientes a los meses de junio, julio, 
agosto, septiembre y octubre del año dos mil quince (2015), 
las cuales debieron ser remitidas a más tardar en fecha 
veintinueve (29) de enero del dos mil dieciséis (2016).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2015-27-IV-S 
22/12/2015","INVERSIONES POPULAR, 
S.A. PUESTO DE BOLSA","▪  Remisión Inexacta de los estados financieros auditados al 
treinta y uno (31) de diciembre de dos mil catorce (2014), 
remitidos mediante comunicación No. 38703 de fecha nueve 
(09) de abril de dos mil quince (2015), por no incluir en la 
nota 15 sobre Patrimonio el párrafo concerniente a los 
índices de capital de riesgo (mantenido y requerido) de","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-51-IV-S 
10/08/2016","INVERSIONES POPULAR, 
S.A. PUESTO DE BOLSA","▪  Remisión tardía de las Matrices para el Cálculo de los 
Índices  Patrimoniales  correspondientes  al  mes  de 
noviembre del año dos mil quince (2015), por ser remitidos 
en fecha veintidós (22) de diciembre de dos mil quince 
(2015),  mediante  comunicación  No.  44023,  cuando 
debieron ser remitidas a más tardar el día quince (15) de 
diciembre de dos mil quince (2015).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-79-IV-R 
12/10/2016","INVERSIONES POPULAR, 
S.A. PUESTO DE BOLSA","▪  Incumplimiento del artículo 11 de la Resolución CNV-2012-
01-MV,  por  no  encontrarse  dentro  de  los  expedientes, 
documentos  que  avalen  las  actividades  económicas  del 
cliente, no habiendo de igual forma evidencias de haber 
validado  la  información  obtenida  del  cliente,  con  otras 
entidades reguladas. 
▪  Incumplimiento del procedimiento de debida diligencia para 
personas  políticamente  expuestas.  Habiendo  sido 
seleccionados  15  expedientes,  en  ninguno  de  los  cuales 
fueron encontrados la evidencia o apoyo documental de las 
indagaciones realizadas en el proceso de debida diligencia a 
los  clientes,  al  momento  de  la  apertura  de  cuenta  de 
corretaje en violación al artículo 20 de la Resolución CNV-
2012-01-MV. 
▪  Incumplimiento del artículo 6, F) y 15, f de la Resolución 
CNV-2012-01-MV por falta de Reporte en transacciones 
mayores de USD$10,000.00. De la muestra seleccionada de","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2016-49-IV 
13/12/2016","INVERSIONES & RESERVA, 
S.A., PUESTO DE BOLSA","▪  Remisión Inexacta de los Estados Financieros Semestrales 
correspondientes al periodo enero – junio del año dos mil 
quince (2015) por contener inexactitudes dentro de las 
notas que se indican a continuación, los cuales fueron 
remitidos en fecha veintinueve (29) de julio del año dos mil 
quince (2015), a saber: 
 
o  Remisión  Inexacta  de  la  “Nota  4.4.11.  Pasivos 
Financieros”, por no revelar dentro de la indicada 
Nota el “Plazo original y la Tasa de Intereses Pasivos 
por tipo de Instrumento”. 
o  Remisión Inexacta de la “Nota 4.4.16 Patrimonio de 
los Accionistas” por no revelar el renglón “Índices 
de Capital de Riesgo (Mantenido y Requerido)”","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2013-51-IV-S 
09/05/2013","JMMB PUESTO DE BOLSA, 
S.A.","▪  Remisión inexacta del Estado de Cartera de Inversión en el 
siguiente punto: En el punto 2) Títulos valores de deuda, en 
la columna “Código ISIN” el puesto indicó que el código del 
certificado de inversión especial, correspondiente al Banco 
Central de la República Dominicana por un valor nominal 
de DOP190, 000.00, no estaba disponible, sin embargo se 
pudo determinar que a dicha emisión le corresponde el 
código ISIN DOP1002246820.","Sanción Cuantitativa 
RD$100,000.00"
"R-SIV-2015-32-IV-S 
22/12/2015","JMMB PUESTO DE BOLSA, 
S.A.","▪  Transgresión al artículo 283, numeral 1) del Reglamento 
de Aplicación de la Ley de Mercado de Valores, Decreto 
No. 664-12, emitido en fecha siete (7) de diciembre de dos 
mil doce (2012), por proporcionar información incorrecta 
al informar que su producto “Sure Investor” se encuentra 
garantizado por el emisor de los Títulos Valores de Deudas 
ofertados.  
▪  No realización del Informe  de  Perfil del Inversionista 
conforme y estipula el Artículo 9 de la Norma para los","Sanción Cualitativa  y 
Cuantitativa 
Amonestación Escrita 
RD$100,000.00"
"R-SIV-2016-03-IV-R 
03/02/2016","JMMB PUESTO DE BOLSA, 
S.A.","▪  Remisión  Inexacta  de  los  Estados  Financieros 
correspondientes al segundo (2do) semestre del año dos mil 
catorce  (2014),  por  diferencia  detectada  dentro  de  los 
balances al 31 de diciembre del año 2013 comparados con 
los balances auditados de ese mismo periodo.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-09-IV-S 
10/02/2016","JMMB PUESTO DE BOLSA, 
S.A.","▪  Incumplimiento con el artículo 12, literales a), b) y f) de la 
Norma que regula la Prevención y Control de Lavado de 
Activos y Financiamiento al Terrorismo en el Mercado de 
Valores  Dominicano  (R-CNV-2012-01-MV),  por  no 
mantener los sustentos documentales que avalen el origen 
de los fondos utilizados por el cliente, información que pudo 
ser verificada durante la Inspección Especial realizada por 
técnicos  de  la  Superintendencia  de  Valores,  en  fecha 
veintitrés (23) de marzo del año dos mil quince (2015); 
▪  No  realización  de  la  Debida  Diligencia  del  co-titular, 
conforme estipula la Norma R-CNV-2012-01-MV, en su 
artículo 12, literal f), quien figura conforme información 
provista por el cliente, como propietaria y co-titular de los 
fondos  utilizados  para  realizar  inversiones  dentro  del 
Mercado  de  Valores  a  través  del  puesto  de  bolsa,","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$50,000.00"
"R-SIV-2016-15-IV-S 
10/02/2016","JMMB PUESTO DE BOLSA, 
S.A.","▪  Remisión Inexacta del Estado de Cartera de Inversiones, el 
cual  presentó  una  diferencia  ascendente  a  la  suma  de 
RD$3,130,000.00 detectada al realizar el cruce contable 
entre  la  información  remitida  por  el  participante  y  los 
estados presentados por CEVALDOM, conforme se indica 
más adelante.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2017-35-IV-S    
6/9/2017","JMMB PUESTO DE BOLSA, 
S.A.","▪  Remisión  inexacta  del  Estado  de  Cartera  de  Inversión 
correspondiente al mes de marzo de dos mil dieciséis (2016) 
suministrado mediante la comunicación marcada con el No. 
46410 de fecha trece (13) de abril de dos mil dieciséis (2016) 
por presentar una diferencia de DIECIOCHO MILLONES 
CUATROCIENTOS DIECISIETE MIL SETENTA Y OCHO 
PESOS CON 29/100 (DOP18,417,078.29), al realizar el 
cruce del Punto 9 (Inversiones en Otras Obligaciones) con 
la cuenta contable No. 1.2.3.00.00.00.00.00.0 Inversiones 
en  otras  Obligaciones  (Otras  Inversiones)  del  Balance 
General  Resumido  contenido  en  la  comunicación  antes 
referida (Ver detalle en la resolución).  
▪  Remisión inexacta del reporte sobre Patrimonio y Garantía 
de Riesgo Primario Nivel 1 correspondientes al mes de 
marzo de dos mil dieciséis (2016), remitido físicamente por 
la entidad mediante comunicación No. 46410 de fecha trece 
(13) de abril de dos mil dieciséis (2016), por verificarse una 
diferencia  de  TREINTA  Y  CINCO  MILLONES 
TRESCIENTOS CUARENTA Y SEIS MIL DOSCIENTOS 
SETENTA  Y  NUEVE  PESOS  CON  53/100 
(DOP35,346,279.53) al comparar el cálculo proporcionado 
por la entidad en el informe físico y el realizado de manera 
automática por el Sistema de Remisión de Información SERI 
(Ver detalle en la resolución).","Sanciones Cualitativas 
Amonestaciones Escritas"
"R-SIV-2019-01-IV-S 
4/02/2019","JMMB PUESTO DE BOLSA, 
S.A.","▪  Remisión inexacta del estado de Cartera en Custodia al 
treinta (30) de abril del año dos mil dieciocho (2018). 
▪  Remisión inexacta del reporte sobre Legal Lending Limit al 
treinta (30) de abril del año dos mil dieciocho (2018).","Sanción cuantitativa 
RD$100,000.00"
"R-SIV-2017-52-AF-R 
13/11/2017","JMMB SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN, 
S.A.","▪  Incumplimiento  por  no  contener,  dentro  del  expediente 
correspondiente  al  cliente  identificado  con  el  código 
RETR0518786, (i) el Contrato de Suscripción de Cuotas 
Inicial debidamente firmado por el aportante; 
▪  Incumplimiento por no (i) no mantener dentro del expediente 
del  cliente  identificado  con  el  código  JPB015978  la 
evidencia de que el pago del rescate de cuotas haya sido 
remitido  al  cliente  por  el  participante,  por  correo 
electrónico, conforme estipula el artículo 107, párrafo II de 
la Norma que regula las sociedades administradoras y los 
fondos de inversiones R-CNV-2014-22-MV de fecha 23 de 
septiembre del año 2014; y (ii) por no mantener dentro del 
expediente  del  cliente  identificado  con  el  código 
PDLRJ1694169,  el  comprobante  de  rescate  de  cuota 
solicitado por el cliente en fecha 26 de octubre del año 2015 
para ser liquidado en fecha 27 de octubre del año 2015; 
▪  Infracción a ciertas disposiciones tendentes a la Prevención 
y  Control  de  Lavado  de  Activos  y  Financiamiento  al 
Terrorismo en el Mercado de Valores Dominicano, por no 
cumplir con ciertas obligaciones establecidas dentro de la 
normativa vigente del mercado de valores, verificados en 
una muestra de sesenta (60) expedientes, dentro de los cuales 
dieciocho (18) expedientes no contenían los documentos que 
indicamos a continuación, a saber: (i) Declaración Jurada 
de origen y destino de fondos; (ii) Documentos que avalen la 
justificación del origen de los fondos; (iii) Correspondencia 
enviada  y  recibida  verificables;  (iv)  Documentos  que","Sanción cualitativa y 
cuantitativa 
Amonestación Escrita 
RD$325,000.00"
"R-SIMV-2021-06-AF-R 
12/2/2021","JMMB SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN, 
S.A.","Presentar  deficiencias  en  los  mecanismos  de  control 
interno y de gestión de riesgos.","Sanciones cuantitativas 
RD$1,000,000.00"
"R-SIV-2013-99-AE-S        
02/10/2013","JOB, BÁEZ, SOTO & 
ASOCIADOS, S.R.L.","▪  Remisión tardía de: 1. Lista de socios con sus respectivas de 
participaciones en montos, porcentajes, y votos; certificada, 
sellada y registrada en el Registro Mercantil a cargo de la 
Cámara  y  Producción  correspondiente;  2.  Acta  de  la 
Asamblea de Socios correspondiente a los periodos 2011 y 
2012 certificada, sellada (en original) y registrada por el 
Registro Mercantil a cargo de la Cámara de Comercio y 
Producción  correspondiente.  3.  Estados  Financieros 
auditados  por  el  período  2011-2012  y  el  informe  de 
auditores. 4. Nombre y dirección de las empresas o del 
personal técnico que presta los servicios de la auditoría 
externa; 5. Constancia de la Dirección General de Impuestos 
Internos que certifica el pago de la liquidación de impuestos 
sobre la renta del período fiscal 2012; 6. Declaración Jurada 
(bajo  la  forma  de  compulsa  notarial  o  acto  bajo firma 
privada,  legalizado  por  notario  público,  visaos  por  la 
Procuraduría General de la República) del Presidente o 
ejecutivo principal y del ejecutivo principal de finanzas, 
estableciendo la veracidad de las informaciones.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2014-02-IV-R        
15/01/2014","LAFISE VALORES SANTO 
    
DOMINGO, S.A. (PUESTO DE 
BOLSA)","▪  No  remisión  del  Reporte  Mensual  de  Operaciones  por 
encima de US$10,000 o su equivalente en moneda nacional, 
correspondiente al mes de julio 2013.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2013-104-AE-S  
14/10/2013","MALENA JAVIER & 
ASOCIADOS, S.R.L.","▪  No remisión de los siguientes documentos: 1. Lista de socios 
con sus respectivas participaciones en montos, porcentajes y 
votos; certificadas, selladas y registradas en el Registro 
Mercantil a cargo de la Cámara de Comercio y Producción 
correspondiente; 2. Acta de Asamblea de socios del año 
2013, que conoce los estados financieros auditados 2012,","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2013-42-AE-S 
17/04/2013","MALENA JAVIER & 
ASOCIADOS, S.R.L.","▪  No remisión de: (i) Acta de la Asamblea ordinaria de la 
sociedad  correspondiente  a  los  periodos  2011  y  2012 
certificada, sellada  (en original) y registrada por el Registro 
Mercantil a cargo de la Cámara de Comercio y Producción 
Correspondiente;  (ii)  Lista  de  Accionistas,  socios  o 
participes con sus respectiva participaciones en montos, 
porcentajes  y votos, certificadas y selladas y registradas en 
el Registro Mercantil a cargo de la Cámara de Comercio y 
producción  correspondiente;  (iii)  Constancia  de  la 
Dirección General de Impuestos Internos certificando el 
pago de la liquidación de impuestos sobre la renta del último 
período fiscal; (iv) Estados Financieros auditados por los 
períodos  correspondientes  a  2009-2010,  2010-2011.  El 
informe de los auditores debe constar papel timbrado de la 
firma de auditores, incluyendo su RNC y el sello de la 
compañía; (v) Nómina actualizada del personal técnico que 
realiza los trabajos de auditoria, incluyendo los curriculum 
vitae y copia de las Cédulas de Identidad y Electoral. (vi) 
Actualización del Certificado de Registro Mercantil.","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2013-37-AE      
19/11/2013","MALENA JAVIER &  
ASOCIADOS, S.R.L.","▪  Remisión  inexacta  de  los  estados  financieros  auditados 
2012,  al  no  presentarse  en  base  a  las  Normas 
Internacionales de Información Financiera (NIIF´s).","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2013-113-AE-S       
30/10/2013","M   ENDOZA HERNÁNDEZ  
AUDITORES, S.R.L.","▪  No remisión de los siguientes documentos: 1. Lista de socios 
con sus respectivas participaciones en montos, porcentajes y 
votos; certificadas, selladas y registradas en el Registro 
Mercantil a cargo de la Cámara de Comercio y Producción 
correspondiente; 2. Acta de Asamblea de socios del año 
2013, que conoce los estados financieros auditados 2012, 
certificada, sellada y registrada en el Registro Mercantil a 
cargo  de  la  Cámara  de  Comercio  y  Producción","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$50,000.00"
"R-SIV-2013-128-AE-S       
20/11/2013","MENDOZA HERNÁNDEZ  
AUDITORES, S.R.L.","▪  No remisión de los Estados Financieros Auditados al 2012 
por una firma de auditoría externa inscrita en el Registro del 
Mercado de Valores y Productos.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2014-20-AE-S        
27/06/2014","MENDOZA HERNÁNDEZ  
AUDITORES, S.R.L.","▪  No  remisión  de  los  Estados  Financieros  semestrales 
correspondientes  al  periodo  julio-diciembre  de  dos  mil 
trece  (2013)  comparados  con  el  semestre  anterior 
correspondiente al periodo enero-junio de dos mil trece 
(2013).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2014-28-EV-S 
31/07/2014","METRO COUNTRY CLUB, 
S.A.","▪  No  remisión  de  las  informaciones  requeridas  por  la 
Superintendencia, mediante la comunicación No. 25168 de 
fecha 05 de agosto del 20113, recibida por el emisor en 
fecha 06 de agosto del 2013; debiendo ser remitidas a mas 
tardar el 09 de agosto del 2013, a saber: (i) Balance de 
comprobación de la subsidiaria Media Global (Playa Real, 
Inc. y Cotuicar) correspondiente a los años 2011 y 2012, así 
como el primer trimestre del 2013; (ii) Copia del contrato o 
correo cruzado entre MCC y Brocadetti, en el cual se 
acuerda la apertura de un papel comercial; (iii) Copia de 
los papeles comerciales vigentes indicados en el detalle de 
papeles comerciales proporcionado por la gerencia; y (iv) 
Certificación de entidades relacionadas (impresa en papel 
timbrado, debidamente firmada y sellada) en la cual se 
detalle las entidades relacionadas directa e indirectamente 
a Metro Country Club y Playa Marota”.","Sanción Cuantitativa 
RD$200,000.00"
"R-SIV-2013-125-AE-R 
19/09/2013","MONTERO & ASOCIADOS, 
AUDITORES Y 
CONSULTORES 
EMPRESARIALES, S.R.L.","Se verificaron los incumplimientos siguientes en su labor de 
auditoría: 
▪  No  confirmación  de  balances  muy  por  encima  de 
materialidad determinada. 
▪  No  mención  en  el  dictamen  como  una  salvedad  no 
confirmación  de  los  balances  que  superaban  el  monto 
determinado como material. 
▪  Remisión inexacta de informaciones. 
▪  Remisión de información incompleta. 
▪  Utilización de papel de trabajo alterado.","Sanción Cuantitativa 
RD$375,000.00"
"R-SIMV-2021-18-IV-R 
28/6/2021","MPB MULTIVALORES, S.A.","▪  Realizar actividades no autorizadas y contrarias a su objeto 
social.","Sanción Cuantitativa 
RD$5,000,000.00"
"R-SIV-2013-87-EV-S 
11/09/2013","MULTIQUÍMICA 
DOMINICANA, S.A.","▪  No Remisión de las siguientes informaciones anuales: (i) 
Estados  Financieros  Auditados  2012;  (ii)  Declaración 
Jurada del Ejecutivo Principal de la entidad, estableciendo 
la  veracidad  de  las  información  remitidas;  (iii) 
Certificación de la DGII donde establece el pago de la 
liquidación de impuesto sobre renta del periodo fiscal 2012; 
(iv) Informe de buen Gobierno Corporativo.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2013-108-EV-S       
14/10/2013","MULTIQUÍMICA 
DOMINICANA, S.A.","▪  No remisión: 1. Acta de Asamblea de Accionistas certificada 
por el Registro Mercantil a cargo de la Cámara de Comercio 
y Producción correspondiente, en la cual se contemple la 
aprobación de los estados financieros auditados; 2. Lista de 
Accionista con sus respectivas firmas; y 3. Carta de Gerencia 
de los Auditores Independiente.","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$50,000.00"
"R-SIV-2013-102-EV-S     
02/10/2013","PARALLAX VALORES, S.A. 
(PARVAL) PUESTO DE 
BOLSA","▪  No divulgación y publicación del hecho relevante sobre la 
finalización de la colocación en el mercado primario (27 de 
mayo 2013) antes de la fecha de finalización especificada en 
el prospecto de colocación y aviso de oferta pública de los","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2014-16-IV 
08/08/2014","PARALLAX VALORES, S.A. 
(PARVAL) PUESTO DE 
BOLSA","▪  Diferencia en el reporte de Cartera de Inversión entre el total 
de los Títulos Restringidos del punto 10. Depósitos y Títulos 
Valores  de  Disponibilidad  Restringida  y  el  total  de  los 
Títulos Bloqueados en el Estado de Cuenta de Valores y 
Operaciones generados en el sistema de CEVALDOM, del 3 
de junio 2013 al 28 de junio 2013.","Sanción Cuantitativa 
RD$50,000.00"
